               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.015293,           0.0085129,            0.021816,             0.87651,             0.62184,             0.72496,             0.63395,             0.02073,            0.014688,            0.019236,            0.005182,            0.005182,            0.005182
                 148,            0.015588,           0.0085423,             0.02248,             0.88366,             0.64504,             0.72315,             0.63293,             0.02065,            0.014148,            0.017036,            0.005149,            0.005149,            0.005149
                 149,            0.015655,           0.0084557,            0.020931,             0.83989,             0.57285,             0.67673,             0.59043,            0.020891,            0.014775,            0.017635,            0.005116,            0.005116,            0.005116
                 150,            0.015202,            0.008233,            0.022094,             0.84113,             0.51872,             0.64017,             0.56253,            0.020423,            0.016933,            0.021902,            0.005083,            0.005083,            0.005083
                 151,            0.015462,           0.0083767,            0.019333,             0.81752,             0.47225,             0.57621,             0.49922,            0.021957,            0.019495,            0.027916,             0.00505,             0.00505,             0.00505
                 152,            0.015676,           0.0082735,            0.020906,             0.87068,              0.6064,             0.69263,             0.60296,            0.021453,            0.013098,            0.014796,            0.005017,            0.005017,            0.005017
                 153,            0.015884,           0.0089187,            0.020204,             0.85047,              0.6008,             0.70586,             0.61803,             0.02023,            0.012991,            0.025449,            0.004984,            0.004984,            0.004984
                 154,            0.015412,           0.0083062,            0.020365,             0.87138,             0.59362,             0.71365,             0.61797,            0.020798,            0.014333,            0.015718,            0.004951,            0.004951,            0.004951
                 155,             0.01507,           0.0082617,            0.021884,             0.92206,             0.66473,             0.76722,             0.67523,            0.019815,            0.012931,            0.014895,            0.004918,            0.004918,            0.004918
                 156,            0.014726,           0.0081734,            0.021366,             0.88492,             0.66365,             0.74802,             0.66198,            0.020748,            0.013555,            0.018373,            0.004885,            0.004885,            0.004885
                 157,            0.015634,           0.0083014,            0.022313,             0.81367,             0.59373,             0.67918,             0.60763,            0.020695,            0.015058,            0.028739,            0.004852,            0.004852,            0.004852
                 158,            0.015691,           0.0081246,             0.02047,             0.81317,              0.5877,             0.70035,             0.62107,             0.02092,            0.014983,             0.01561,            0.004819,            0.004819,            0.004819
